3893,"Talk Number"
2691,"A83","我知道有个山洞，*里面藏有很多硝石。*地点在（４２４，４２４）"
2692,"A84","藏有很多硝石的山洞中，*还藏有两个神秘宝箱，*但都需要钥匙去开。*其中一个是铜钥匙。"
2693,"A85","藏有很多硝石的山洞中，*还藏有两个神秘宝箱，*但都需要钥匙去开。*其中一个是铁钥匙。"
2694,"A86","我知道有个山洞，*里面藏有很多硝石。*地点在（１７２，４２４）"
2695,"A87","“圣堂”在哪里？　*“圣堂”不就是那……*……"
2696,"A88","“圣堂”在哪里？　*“圣堂”不就是那……*……"
2697,"A89","“圣堂”在哪里？　*“圣堂”不就是那……*……"
2698,"A8A","“圣堂”在哪里？　*“圣堂”不就是那……*……"
2699,"A8B","“霹雳堂”啊！　*只不过改了名字嘛！　"
2700,"A8C","我没有秘密可以给你了！　*走吧！　走吧！　"
2701,"A8D","年轻人，未经主人允许前，*别乱拿别人的东西。这种行*为叫做“偷窃”知道吗？"
2702,"A8E","这箱子似乎被锁上了。"
2703,"A8F","哇塞！我使尽了吃奶的力气*还拔不出来，难道要请亚瑟*王来才行吗？　"
2704,"A90","我看这块巨石门大有问题，*後面肯定藏有宝物。"
2705,"A91","终於让我给拔出来了！　"
2706,"A92","看我的！　"
2707,"A93","胡大哥，请你先回关外，*若有需要你帮忙时，我再去*找你。"
2708,"A94","兄弟别来无恙？　"
2709,"A95","一切还好。"
2710,"A96","少了大哥胡家刀法助威，*小弟办起事来总觉得不顺　*……"
2711,"A97","别说了，我就再助你一臂之*力。"
2712,"A98","灵姑娘，请你先回药王庄，*若有需要你帮忙时，我再去*找你。"
2713,"A99","公子别来无恙？　"
2714,"A9A","一切还好。"
2715,"A9B","没有灵姑娘这个大毒枭在　*一路上都挺麻烦的，是否可*请灵姑娘再出马呢？　"
2716,"A9C","那有什麽问题。"
2717,"A9D","张兄，请你先回昆仑仙境，*若有需要你帮忙时，我再去*找你。"
2718,"A9E","公子别来无恙？　"
2719,"A9F","一切还好。"
2720,"AA0","少了张兄的九阳神功，*一路上颇多凶险，是否可以*再请张兄出马？　"
2721,"AA1","好的。"
2722,"AA2","胡先生，请您先回蝴蝶谷，*若有需要您帮忙时，我再到*谷中找您。"
2723,"AA3","少侠别来无恙？　"
2724,"AA4","一切还好。"
2725,"AA5","少了胡先生的奇妙医术，*一路上难免病痛烦身，是否*可以再请胡先生帮忙呢？　"
2726,"AA6","少侠有求，胡某自当效力。"
2727,"AA7","王前辈，请您先回蝴蝶谷，*若有需要您帮忙时，我再到*谷中找您。"
2728,"AA8","少侠别来无恙？　"
2729,"AA9","一切还好。"
2730,"AAA","少了王前辈的神奇解毒术，*中毒时都不知该怎麽办，不*知王前辈能再帮我忙吗？　"
2731,"AAB","少侠的救命之恩，王难姑一*辈子都报答不完。*所以这个忙是一定要帮的。"
2732,"AAC","蓝姑娘，请你先回云南，*若有需要你帮忙时，我再去*找你。"
2733,"AAD","这麽久都不来看我，可想死*人家了。*这次来是不是来带我走的。"
2734,"AAE","没有。*经过你这边，顺路进来看看*你。"
2735,"AAF","我这不是来了吗。*走吧。"
2736,"AB0","真的，没骗我。*我原以为你也是个负心汉，*看来是误会你了。走吧。"
2737,"AB1","平大夫，请您先回家去，*若有需要您帮忙时，我再去*找您。"
2738,"AB2","有什麽事吗？　"
2739,"AB3","没事没事。"
2740,"AB4","这次来是要您再随我一走，*队伍中需要大夫。"
2741,"AB5","走吧。"
2742,"AB6","田兄，请你先回家去，*若有需要你帮忙时，我再去*到你家找你。"
2743,"AB7","兄弟，一路上还爽吧？　*又搞了几个女人呀？　"
2744,"AB8","田兄真爱开玩笑。"
2745,"AB9","没有你同行，小弟一人怎麽*玩得起来。"
2746,"ABA","那就走吧。*我一个人玩也没什麽意思，*团体的比较好玩。"
2747,"ABB","令狐兄，请先回悦来客栈，*若有需要你帮忙时，我再去*找你。"
2748,"ABC","来来来，好久不见，我们喝*一杯。"
2749,"ABD","令狐兄还是这麽潇洒。"
2750,"ABE","提起喝酒，我就想起一路上*少了令狐兄为伴，旅途中就*好像少了点什麽。"
2751,"ABF","那我们就再一起结伴天涯，*喝尽世间的美酒。　"
2752,"AC0","林公子，请你先回镖局，*若有需要你帮忙时，我再去*找你。"
2753,"AC1","公子别来无恙?　"
2754,"AC2","一切还好。"
2755,"AC3","不知林公子是否还有意与我*为伴，一同行走江湖。"
2756,"AC4","好啊。"
2757,"AC5","狄兄，请你先到河洛客栈，*若有需要你帮忙时，我再去*找你。"
2758,"AC6","公子别来无恙?　"
2759,"AC7","一切还好。"
2760,"AC8","我这次来是找狄兄帮忙的。"
2761,"AC9","狄某欠公子一个人情，公子*需要帮忙，狄某自当义不容*辞。"
2762,"ACA","石兄弟，你先到悦来客栈，*若有需要你帮忙时，我再去*找你。"
2763,"ACB","好兄弟，你还好吧?　*我到现在还没找到我妈妈及*小黄呢。　"
2764,"ACC","这样子啊，*那你可得努力找哦。"
2765,"ACD","那不然我们再一起找好了，*路上也有个照应。"
2766,"ACE","好啊。"
2767,"ACF","我说徒弟呀，你先回万鳄岛*去，若有需要你帮忙时，师*父我再去征召你。"
2768,"AD0","徒弟呀，你来看为师了。"
2769,"AD1","有没有搞错?徒弟是你，我*才是你师父。"
2770,"AD2","有没有搞错?徒弟是你，我*才是你师父。**走吧，师父我最近少个人伺*候，总觉得浑身不对劲。"
2771,"AD3","我就知道找我没好事。"
2772,"AD4","薛先生，请您先回家去，*若有需要您帮忙时，我再去*找您。"
2773,"AD5","公子别来无恙?　"
2774,"AD6","一切还好。"
2775,"AD7","少了薛先生的奇妙医术，*一路上难免病痛烦身，是否*可以再请薛先生帮忙呢?　"
2776,"AD8","公子有需，薛某自当效力。"
2777,"AD9","阿紫姑娘，请你先回破庙，*若有需要你帮忙时，我再去*找你。"
2778,"ADA","愣小子，要干嘛？　"
2779,"ADB","没事。"
2780,"ADC","阿紫姑娘，再加入我好吗？　"
2781,"ADD","你不怕我的话就走吧。"
2782,"ADE","铁面，你先回破庙，*若有需要你时，*我再去找你。"
2783,"ADF","你要干嘛？　"
2784,"AE0","没事。"
2785,"AE1","铁面，我需要你的帮忙，*走吧。"
2786,"AE2","嗯。"
2787,"AE3","小师父，你先回龙门客栈，*若有需要你帮忙时，我再去*找你。"
2788,"AE4","施主别来无恙？　"
2789,"AE5","一切还好。"
2790,"AE6","小师父，我有麻烦了，*快帮帮我。"
2791,"AE7","阿弥陀佛，*施主有难，小僧自当效力。"
2792,"AE8","慕容公子，请你回燕子坞，*若有需要你帮忙时，我再去*找你。"
2793,"AE9","怎麽，想通了？"
2794,"AEA","不行，我不能这麽做。"
2795,"AEB","好，就听你的。"
2796,"AEC","走。"
2797,"AED","段公子，请你回高昇客栈，*若有需要你帮忙时，我再去*找你。"
2798,"AEE","公子别来无恙？　"
2799,"AEF","一切还好。"
2800,"AF0","段兄弟愿再陪我一游吗？　"
2801,"AF1","好啊。"
2802,"AF2","袁兄，请你先回渤泥岛，*若有需要你帮忙时，我再去*找你。"
2803,"AF3","小兄弟，最近还好吗？　"
2804,"AF4","托袁兄的福，一切还好。"
2805,"AF5","不瞒袁兄，最近诸事不顺。*……"
2806,"AF6","别说了，我们走吧。"
2807,"AF7","杨兄，请你先回古墓，*若有需要你帮忙时，我再去*找你。"
2808,"AF8","兄弟近来如何？　"
2809,"AF9","托杨兄的福，一切还好。"
2810,"AFA","近日旅途有些不顺，此次前*来是想请杨兄加入，助我一*臂之力。"
2811,"AFB","那有什麽问题，别的没有，*就是有“一臂”。"
2812,"AFC","龙姑娘，请你先回古墓，*若有需要你帮忙时，我再去*找你。"
2813,"AFD","公子近来无恙？　"
2814,"AFE","托龙姑娘的福，一切还好。"
2815,"AFF","还好，不过是否能再请龙姑*娘出马帮忙呢？　"
2816,"B00","好的。"
2817,"B01","欧阳公子，请先回白驼山，*若有需要你帮忙时，我再去*找你。"
2818,"B02","你终于来了。*快走吧，我们颠覆武林的计*划还没完成呢。"
2819,"B03","嗯! 对不起，临时想到有事*情，我先走一步，这事下次*再说。"
2820,"B04","是啊，少了欧阳公子，这大*事就办不成了。"
2821,"B05","走吧。"
2822,"B06","程姑娘，请你先回家去，*若有需要你帮忙时，我再去*找你。"
2823,"B07","公子近来无恙？　"
2824,"B08","托程姑娘的福，一切还好。"
2825,"B09","还好，不过有程姑娘在队中*会更好。"
2826,"B0A","好吧，我就再陪你走一遭。"
2827,"B0B","王姑娘，请你先回燕子坞，*若有需要你帮忙时，我再去*找你。"
2828,"B0C","公子近来无恙？　"
2829,"B0D","托王姑娘的福，一切还好。"
2830,"B0E","还好，不过若有王姑娘在队　*中指导我们攻击与防御，我　*们会更好。"
2831,"B0F","好吧，我加入你们。"
2832,"B10","乔峰这厮一向名头很大，*假仁假义，倒给他骗了不*少人，哪想得到竟会干出*这样滔天的罪行来!"
2833,"B11","当年他出任丐帮帮主，我*和他也有过一面之缘。这*人过去的为人，我一向是*十佩服的。听赵老三说他*是契丹夷种，我还力斥其非*，和赵老三为此吵得面红*耳赤，差些儿动手打上一*架。唉，夷狄之人然与禽*兽无异，他隐瞒得一时，*到得后来，终于凶性大发!"
2834,"B12","这位大哥，*道上近来可有啥新鲜事？　"
2835,"B13","有啊！听说阎王敌’薛神医*突然大撒英雄帖，遍激江*湖同道，势头又是这般紧*迫，说甚么‘英豪见帖，*便请驾临’。"
2836,"B14","这位‘阎王敌’嫉恶如仇*，又听说他跟少林寺几位*高僧交情着实不浅，这*次好像是要去什么聚贤庄*对付乔峰！"
2837,"B15","不知这聚贤庄正在什么地*方或许小弟可去为他们排*解排解。"
2838,"B16","你以为你是谁，武林盟主？"
2839,"B17","乔峰这次只要敢去。那多*半是九死一生！"
2840,"B18","打扰两位兄台了。"
2841,"B19","老李，你可曾听过江湖上人*对倚天剑及屠龙刀的传说？　"
2842,"B1A","怎麽没有。***“武林至尊，宝刀屠龙。”*“号令天下，莫敢不从。”*“倚天不出，谁与争锋。”"
2843,"B1B","为了走更远的路，*适当的休息也是必须的。*我就好好的睡一觉吧。　"
2844,"B1C","一觉起来，精神十足。*走吧，继续冒险去了。　"
2845,"B1D","咦，桌上好像有封请帖。*．．．．*是今年华山论剑的邀请帖，*经过这麽久的努力，我终于*得到认可，受邀参加今年在*华山举行的武林大会。*似乎已到了游戏的尽头了　*只要我在武林大会中打败群*雄，夺得武林盟主之位，那*麽我就可以得知如何离开这*里的秘密。**感谢各位朋友的帮忙，让我*能顺利走到现在，接下来就*得看我自己了。"
2846,"B1E","今年的武林大会还未召开　*还请先回家等候。**若少侠声望足够，武林大会*召开前，武林帖自会送到府*上去。"
2847,"B1F","请出示武林帖。"
2848,"B20","武林大会即将展开，请少侠*赶快进场。"
2849,"B21","承蒙各位看得起我华山派，*每年都选择在我华山齐聚　*举办这武林大会。*今年岳某特别邀请到少林寺　*住持玄慈大师，前来此处主　*持今年的“华山论剑”。"
2850,"B22","阿弥陀佛，*承蒙大家看得起我玄慈，今　*年就由我来为各位服务。*今年还是和往年一样，受到*邀请前来华山的各位英雄。　*都有机会成为新一任的武林*盟主，获得保管“神杖”的*资格。**现在，我宣布大会开始，只*要愿意，谁都可出来比试，*直到无人挑战为止。"
2851,"B23","不知哪位英雄要先出来接受*挑战？　**．．．．***似乎没有人愿意先出来　*．．．．"
2852,"B24","好，那就我先来。　"
2853,"B25","不知哪位英雄愿下场赐教？　"
2854,"B26","唐文亮来领教阁下的高招。"
2855,"B27","贫尼定闲愿领教阁下高招。"
2856,"B28","贫道天门领教阁下高招。"
2857,"B29","小兄弟，我们再来玩玩。"
2858,"B2A","小兄弟，秃笔翁陪你玩玩。"
2859,"B2B","白某愿领教阁下高招。"
2860,"B2C","何太冲来领教阁下的高招。"
2861,"B2D","杨逍技痒，和少侠玩玩。"
2862,"B2E","韦一笑技痒，和少侠玩玩。"
2863,"B2F","莫某再次领教阁下高招。"
2864,"B30","小兄弟，黑白子向你讨教。"
2865,"B31","小兄弟，黄钟公向你讨教。"
2866,"B32","范某技痒，和少侠玩玩。"
2867,"B33","老朽技痒，和少侠玩玩。"
2868,"B34","岳某不才，向少侠挑战。"
2869,"B35","左冷禅愿领教阁下高招。"
2870,"B36","黄蓉愿领教阁下高招。"
2871,"B37","丘处机领教阁下高招。"
2872,"B38","谢某技痒，和少侠玩玩。"
2873,"B39","郭靖愿领教阁下高招。"
2874,"B3A","老夫领教少侠高招。　"
2875,"B3B","裘千仞来领教阁下的高招。"
2876,"B3C","阿弥陀佛，*贫道愿向少侠挑战。"
2877,"B3D","洪某拜教。　"
2878,"B3E","任某来领教阁下的高招。"
2879,"B3F","少侠的确武功高强，*我黄老邪来领教领教。"
2880,"B40","让我老毒物来会会你。"
2881,"B41","哇！你又学了这麽多新奇的*功夫.*来，来，来，老顽童陪你玩玩。"
2882,"B42","苗某向少侠讨教。"
2883,"B43","不错不错，*七公我来领教领教。"
2884,"B44","接下来换谁？　**……*……***没有人了吗？　"
2885,"B45","如果还没有人要出来向这位*少侠挑战，那麽这武功天下*第一之名，武林盟主之位，*就由这位少侠夺得。***……*……*……*好，恭喜少侠，这武林盟主*之位就由少侠获得，而这把*“武林神杖”也由你保管。"
2886,"B46","恭喜少侠！　"
2887,"B47","小兄弟，恭喜你！　"
2888,"B48","好，今年的武林大会到此已*圆满结束。希望明年各位武*林同道能再到我华山一游。"
2889,"B49","历经千辛万苦，我终于打败*群雄，得到这武林盟主之位*及神杖。*但是“圣堂”在哪呢？　*为什麽没人告诉我，难道大*家都不知道。*这会儿又有的找了。"
2890,"B4A","还有哪位前辈肯赐教？　"
2891,"B4B","少侠已连战三场，*可先休息再战。"
2892,"B4C","我已经休息够了，*有谁要再上？　"
2893,"B4D","等一下，"
2894,"B4E","王姑娘，你别烦恼，或许过*阵子你表哥就会想通了。"
2895,"B4F","希望如此。*那我先回燕子坞了。*公子，告辞。　"
2896,"B50","哇，这水还真冰啊！　"
2897,"B51","我一定是疯了，才会想把这*书烧掉。　"
2898,"B52","这．．*这．．这是“武林神杖”，*你．．你成了武林盟主　*哈！哈！哈！　*不愧是我霹雳堂的弟子．**你今天来是为了将神杖送给*我的是不是？　"
2899,"B53","送你？　*我可是费了千辛万苦才得到*这玩意的．*你秀逗啊．　"
2900,"B54","怎麽，　*你不想送我吗？　*你留着它有什麽用．"
2901,"B55","怎麽没用．*这神杖可是关系到我将来的*的幸福．*我还得靠它找“圣堂”呢．　"
2902,"B56","“圣堂”，*就是我这啊．"
2903,"B57","什麽，*这里就是“圣堂”，*你不是说叫霹雳堂吗？　"
2904,"B58","我父亲做堂主时是叫“圣堂”．*但後来由我继承後就改成叫*“霹雳堂”了．*因为我觉得“霹雳堂”听起*来比较霸气．"
2905,"B59","那麽你知道要如何离开*“这里”吗？　*我是说．．．"
2906,"B5A","要离开还不简单，从正门走*出去即可．"
2907,"B5B","我说的“这里”不是真的指*这里．．"
2908,"B5C","你不是要从正门出去吗？　*．．．．*．．．．*那还有另一个出口，*就在我们的脚底下．**不过．．不过我父亲交待，*我不能跟别人说。**但是．．*如果你愿意把武林神杖给我*的话．．"
2909,"B5D","这．．这可是武林盟主的*的信物耶．本来我还想带回*去做纪念呢．*你该不会是骗我的吧？*．．．．**＜可是看他一副神秘样子，*或许真能让我回去．＞**好吧，就给你吧．"
2910,"B5E","哈！哈！　*想我孔八拉多麽厉害，坐在*家中不出门，就能当上这人*人梦寐以求的“武林盟主”*从此之後，我号令天下，有*谁敢不从呢？　"
2911,"B5F","喂，你乐完了吧．*可以告诉我另一个出口在哪*儿了吧．"
2912,"B60","好，一句话，*“就在我们俩的脚底下”．**而这把是通往“圣堂”的钥*匙．*拿去吧．"
2913,"B61","哈！哈！我是武林盟主了，*我孔八拉出头天了。*哈！哈！　"
2914,"B62","咦，好像有什麽声音。"
2915,"B63","门总算开了，*终於可以回去了．**可是，心里面好像怪怪的，*总觉得好像少了件什麽事。*．．．．"
2916,"B64","小子，别想走．"
2917,"B65","真的发生事情了．"
2918,"B66","我就知道，每次在结局前，*总是少不了一场大混战．"
2919,"B67","小子，你武功那麽强，*一定是从“十四天书”中领*悟到什麽奥妙。"
2920,"B68","快将它说出来，否则．．．"
2921,"B69","否则怎样，*你们个个都是小侠我的手下*败将，还想怎样？　"
2922,"B6A","一个人打不过你，*那二十个人呢？　"
2923,"B6B","不会吧，你们个个都是武林*中有名的夙宿，不会联合起*来打我一个人吧？　*传了出去，你们以後怎麽做*人？　"
2924,"B6C","事到如此，还管得了这麽许*多吗？　"
2925,"B6D","何况，把你杀了後，也没人*会传出去了．"
2926,"B6E","别说废话了，动手吧。　"
2927,"B6F","哼，算你厉害．*我们走．"
2928,"B70","总算料理完毕了．*咦，好像又有声音．"
2929,"B71","怎麽门又关起来了？*这次大概真的结束了．*走吧，我得赶快了．"
2930,"B72","小子，*你想就这样子走了吗？　"
2931,"B73","在这武林中，你干下了多少*坏事．"
2932,"B74","看看你的道德指数吧，你都*干了些什麽？　"
2933,"B75","练武是为了什麽？*行侠仗义，济弱扶倾的目的*你都忘了吗？　"
2934,"B76","你在武林中混了这麽久，尽*学一些坏东西．"
2935,"B77","是我们错了，*没能把你教好．"
2936,"B78","但我们也不能让你就这样一*走了之．"
2937,"B79","别怪我们出手太重，你留在*这世间也只是个祸害．"
2938,"B7A","动手吧．"
2939,"B7B","阿弥陀佛．"
2940,"B7C","我们已经尽力了，还是无法*消灭你这祸害．"
2941,"B7D","阿弥陀佛，*这是众生的浩劫呀！　"
2942,"B7E","杀不了你这个大魔头．*唉，或许是天意吧？　*我们走吧．"
2943,"B7F","咦，你们四人怎麽会在这儿？　"
2944,"B80","少年人，恭喜你！***历经千辛万苦，你总算走到*这了。*证明你的修行有了结果。"
2945,"B81","年轻人，我给你的提示还有*用吧？"
2946,"B82","怎麽，还想吃我林厨子做的*菜吗？　**还是想赶紧回到家里吃妈妈*亲手烧的菜呢。　"
2947,"B83","我孔八拉真的服了你，*连十大高手联手都不是你的*对手，*真有你的。*这“武林神杖”还你，你拥*有它才是实至名归。"
2948,"B84","你们四人是……"
2949,"B85","你不觉得我们四人非常奇怪*吗？　"
2950,"B86","是有这麽一点……*尤其是……"
2951,"B87","尤其是我孔八拉吧？　"
2952,"B88","没错，怪不伦不类的。***你们究竟是谁？　"
2953,"B89","我们是“群侠”之外的人。*也就是说，是这游戏世界外*的人。"
2954,"B8A","其实我们有个外号叫做*“游戏界的四大天王”。**而我们的总头目就是你家里*面的“软体娃娃”。*这样说你了解了吧。"
2955,"B8B","哦，原来你们是……"
2956,"B8C","好了，*不耽误你宝贵的时间了。*再往下走就是游戏尽头了。*我们几人是奉总头目之命前*来为你送行的，并且转告几*句话给你。*希望这个游戏能让你玩的高*兴，快乐。享受到一个玩者*该有的欢乐。*但如果没有的话，也希望你*能来信给我们指教，指出我*们没有注意到的地方。*这样我们下次才能改进，以*达到你的要求。**另外，本游戏的“外传”也*正在制作中，希望短期内能*与你们见面，到时搞不好你*又是“最幸运”的消费者。***不过这还得靠你们多多支持*才是，请来信赐教及鼓励。"
2957,"B8D","这会真的都没人了，*那我可要回家了。　"
2958,"B8E","看来这奇怪的机器就是能带*我回家的设备。*不知道会不会痛。*好了，我要进去了，在此之*前，我要说一句话。*……*“再见了，各位金庸笔下的*人物，有机会我会再回来这*奇妙的武林世界！再见！”"
2959,"B8F","这大概就是最後的场景吧？　"
2960,"B90","我听人家说，黑龙潭中住着*一位神算子，知晓许多神秘*的事，甚至还包括“十四天*书”呢。　*不过人家还说，黑龙潭布置*奇特，一般人都进不去。"
2961,"B91","你叫什麽名字？　"
2962,"B92","我叫狗杂种。"
2963,"B93","什麽？狗杂种？　*这麽难听。　"
2964,"B94","很难听吗？　*我不识字，我不知道很难听*的，因为我没读过书。*这是我妈帮我取的。"
2965,"B95","太难听了，我帮你另外取一*个名字，叫石破天好了。"
2966,"B96","石破天，*这比较好听吗？　"
2967,"B97","几年前，也有一位少年来到*我昆仑山边。*这位少年一脸病容，说什麽*得了不治的寒毒，活不了多*久了。想找一个安静的地方*等死。*说着说着就往西边走去。*不知他现在怎样了？　"
2968,"B98","杨兄，请你先回神雕穴中，*若有需要你帮忙时，我再去*找你。"
2969,"B99","来，来，来，*来看看有什麽需要的，我这*应有尽有，*这位小哥，看看有什麽需要*的，我小宝卖的东西价钱绝*对公道。"
2970,"B9A","哇！你这好多东西。*小宝兄，你真有办法。"
2971,"B9B","哪里哪里？小爷过奖了。*我的功夫不好，要在这江湖*上混，只得想办法到处弄点*好东西，在各地客栈兜售　*以此维生。"
2972,"B9C","不知兄台如何称呼？　"
2973,"B9D","我叫韦……*别这麽别扭，你就叫我小宝*好了。*记着，如果有什麽需要的，*到各地的客栈找我就对了。**不过我不一定会待在哪个客*栈，你得碰碰运气。"
2974,"B9E","这位小哥，看看有什麽需要*的，小宝我卖的东西价钱绝*对公道。"
2975,"B9F","非常抱歉，*你身上的钱似乎不够。"
2976,"BA0","大爷买了我小宝的东西，*保证绝不後悔。"
2977,"BA1","好，既然大师苦苦相逼，*不才就先向大师讨教*高招！"
2978,"BA2","“焚我残躯，熊熊圣火。*生亦何欢，死亦何苦？*为善除恶，惟光明故，*喜乐悲愁，皆归尘土。*怜我世人，忧患实多！*”"
2979,"BA3","不敢，不敢，少林派武功*博大精深，晚辈年幼浅学*深盼他日得有机缘求大*师指点."
2980,"BA4","等等，前辈。。是我啊！"
2981,"BA5","是贫僧技不如人。施主不*毕谦让。"
2982,"BA6","小兄弟好功夫，让愈某会*一会你。"
2983,"BA7","请输入对话内容，每隔12个汉字加一个星号*"
2984,"BA8","果然厉害，余某认输了"
2985,"BA9","武当二侠果然有气度。"
2986,"BAA","什么侠义，我看武当派就*是在“护着”明教。"
2987,"BAB","殷老前辈，武当派和天鹰*教仇深似海，可是我们却*不愿乘人之危，这场过节*，尽可日后再行清算。我*们六大派这一次乃是冲着*明教而来。天鹰教已脱离*明教，自立门户，江湖上*人人皆知。殷老前辈何必*淌这场浑水？还请率领贵*教人众，下山去罢！”"
2988,"BAC","不用多说，殷某宁愿一死！"
2989,"BAD","好，今天一个都不*能放过。"
2990,"BAE","施主仁义过人，*老衲感激佩服。"
2991,"BAF","狂妄自大，咎由自取，*怨不得别人了！"
2992,"BB0","胡说八道，老和尚你才应*该改邪归正！"
2993,"BB1","阿弥陀佛"
2994,"BB2","大家请住手！听我一言"
2995,"BB3","啊!蝠王您回来拉..*....."
2996,"BB4","你们进*去通知杨左使,这里交给*我."
2997,"BB5","哈哈，杨逍、韦一笑，你*们马上便要死了，我成昆*也已命不久长，只不过我*是心愿完成，欣然自刎，*可胜于你们万倍了。这些*年来，我没一刻不在筹思*摧毁魔教。唉，我成昆一*生不幸，爱妻为人所夺，*唯一的爱徒，却又恨我入*骨……”"
2998,"BB6","说来说去好像你还有理了。"
2999,"BB7","兄弟小心了！"
3000,"BB8","喂，快去啊，我随后就到。"
3001,"BB9","喂，你们先走吧！我随*后就到！"
3002,"BBA","臭小子，受死吧！"
3003,"BBB","〈都要死了，这些教众还唱什么歌。恩，还在怜悯众人多忧多患啊。不过当年创设明教之人，确实是个了不起的人物。〉
当年创设
"
3004,"BBC","武当派自来极重‘侠义’两字*，要他们“趁人之危”出手*对付一个无名小辈，未免*于名声大有损害，对吧？"
3005,"BBD","何太冲，你这句话什么意*思？"
3006,"BBE","魔教作恶多端，除恶务尽*，乃我辈侠义道的大节*。名声固然要紧，但现今*两者不能得兼，当取大者。"
3007,"BBF","少侠，得罪了！"
3008,"BC0","好，领教武当五侠的功*夫！"
3009,"BC1","还有没有人要上？"
3010,"BC2","都要死了，还唱什么歌*啊？"
3011,"BC3","还有谁要上？"
3012,"BC4","不用找理由，明教岂是你*一人就挑的了的？"
3013,"BC5","谁知道你是不是假冒的？"
3014,"BC6","唉。"
3015,"BC7","谁知道你是不是冒充的？"
3016,"BC8","这六大派未免太过分了，*我今天要替天行道！"
3017,"BC9","不行，这样刚好中了成昆*的奸计！"
3018,"BCA","小鬼，明教岂是你想来就*来，想走就走之地.**接招！"
3019,"BCB","哼，既然闯了进*来就不用找借口了！"
3020,"BCC","哼，我对错用不着你这小*辈来管，我今天就送你*去见阳顶天！"
3021,"BCD","小子，你还敢来？"
3022,"BCE","哼，我对也好，错也好，*也轮不到你这小辈来教训*我，我现在就送你去见阳*顶天！"
3023,"BCF","哼，小子，上次对付你没*用全力，让你跑了，这次*你没那么幸运了。"
3024,"BD0","找了几个帮手，口气这么*大了。"
3025,"BD1","这老贼跑的真快，又不见*了？"
3026,"BD2","会不会去找我义父去了？"
3027,"BD3","看来还得上一趟光明顶！"
3028,"BD4","是不是找了什么帮手，口*气这么大，嘿嘿，不过我*上次也没出全力。"
3029,"BD5","小子，连我们玄冥二老都不认*识麽？"
3030,"BD6","看来今天要好好打一架了。"
3031,"BD7","哈哈，仇人都到齐了．*看来又可以好好打一架了！"
3032,"BD8","好啊，成昆，　*原来你躲在这里．　**怎麽，几个坏蛋聚在这里，　*是不是又在一起商量什麽*坏勾当？"
3033,"BD9","哼，上次对付你没用全力*，让你跑了，这次你可没*那麽幸运了．"
3034,"BDA","是不是又找了什麽帮*手？口气这麽大．"
3035,"BDB","吸血蝙蝠，你总算还有护*教之心，在这时候赶回来*，比我老鹰还先到一步。"
3036,"BDC","老鬼，不要冲动"
3037,"BDD","果不出圆真师叔所料，谢*逊还有同党，先拿下他．"
3038,"BDE","可恶，看一会师父怎麽收*拾你！"
3039,"BDF","空见师侄德高艺深，我三*人最为眷爱，原期他发扬*少林一派武学，不幸命丧*此奸人之手．我三人坐关*数十年，早已不闻尘务，*这次为了空见师侄才到这*山峰来．　"
3040,"BE0","太师叔吩咐得是．只因方*丈师叔言道：我恩师虽是*为此奸人谋害，但我恩师*何等功夫，岂是这奸人一*人之力所能加害？烦劳三*位太师叔来此，一来引得*这奸人的同党来救，好将*当年害我恩师的仇人逐一*除去，不使漏网。二来要*他交出屠龙宝刀，以免该*刀落入魔教手中，篡窃武*林至尊的名头，折了本派*千百年的威望"
3041,"BE1","金毛狮王谢逊为祸武林，*罪孽深重,魔教元气大伤*，今日少林恭请各位望重*武林之士，齐上光明顶就*是要魔教交出谢逊来！"
3042,"BE2","武林中百年来言道：‘武*林至尊，宝刀屠龙，号令*天下，莫敢不从。倚天不*出，谁与争锋？今天上得*光明顶的，恐怕多是报仇*是假，夺刀是真．"
3043,"BE3","我说空闻大师哪，你也不*用装模作样啦，既是来夺*刀的何必找那麽多理由．*你少林派千百年来就是武*林中的至尊，有此刀不为*多，无此刀不为少，总之*是武林至尊*就是．．．"
3044,"BE4","大家不要争了，且听我师*叔怎麽说．"
3045,"BE5","这些明教余孽纵容魔徒*，死有余辜，何必多说。"
3046,"BE6","这些明教余孽纵容魔徒*，死有余辜，何必多说．"
3047,"BE7","圆真这恶贼当真是千刀万*剐，难抵其罪，一番花言*巧语，请出这三位数十年*不问世事的高僧来．"
3048,"BE8","<这三个老和尚倒真狂妄>"
3049,"BE9","三位老禅师，一切罪孽，*便由晚辈一人承当便是．*但我义父伤及空见神僧，*内中实有无数苦衷，*还请恕过．"
3050,"BEA","你凭着甚麽，敢来替谢逊*说情？难道我师兄弟三人*，便杀你不得吗？"
3051,"BEB","晚辈以一敌三，万万不是*三位的对手，请那一位老*禅师赐教．"
3052,"BEC","这等血海深仇，也不能讲*究江湖规矩了．领死罢．*阿弥陀佛．"
3053,"BED","想群殴？无忌兄别怕，我*来帮你．"
3054,"BEE","老衲闭关数十年，重得见*识当世贤豪至感欣幸阁下*更是出类拔萃，唯望以此*大好身手多为苍生造福，*少作伤天害理之事．"
3055,"BEF","多谢大师指教．"
3056,"BF0","唉，咱们走吧．"
3057,"BF1","成昆，这下看你往哪跑？"
3058,"BF2","终於为义父报仇了!"
