15713,"Talk Number"
15110,"3B06","＠＃＠＃￥＆＊＃＠＃￥——"
15111,"3B07","师父弟弟，别理他，快尝尝我的！"
15112,"3B08","我是被饿死好呢，还是被毒死好呢，老天，我可不可以两样都不要选……"
15113,"3B09","师父弟弟，你怎么还不动筷啊，难道你怕我在菜里下毒？"
15114,"3B0A","＜拼了，我就不信你真会毒死我。＞"
15115,"3B0B","＜哇！人间美味啊！想不到她还有这么一手好厨艺，除了以前在桃花岛的时候，很久没吃到这么好吃的菜了……＞"
15116,"3B0C","师父弟弟，你这是什么表情……不好吃吗？"
15117,"3B0D","好吃，太好吃了……（埋头苦吃）"
15118,"3B0E","（眉花眼笑）慢慢吃，别噎着啊，厨房还有一道椒盐大王蛇，我这就去端来……"
15119,"3B0F","大……大王蛇？！那……那刚才我吃的这些是什么东西……"
15120,"3B10","哼，她做的东西你也敢吃，她淘米剩下的水估计都能毒死三头牛的。"
15121,"3B11","这个……她她她，她应该不会在菜里下毒吧。"
15122,"3B12","这点我可以保证，她不会的。"
15123,"3B13","呼，这就好。"
15124,"3B14","因为五毒教主做的菜，当然是用五毒啦！还犯得着多下一次毒吗。"
15125,"3B15","——！这……这个清炒虾怎么长得这么像蜈蚣……这个酸酸甜甜的难道是蜘蛛……刚吞下去那个，哦卖糕的不会真的是油炸蝎子吧……"
15126,"3B16","……哼。"
15127,"3B17","呃……小祖宗，你又怎么了？"
15128,"3B18","&&哥哥，你是不是喜欢她？"
15129,"3B19","你是不是喜欢她？"
15130,"3B1A","她？你，你胡说些什么……"
15131,"3B1B","嗯？小丫头，你很关心我喜不喜欢她？"
15132,"3B1C","还说我胡说，你看你一付做贼心虚的样子……我不管啦，我不喜欢她，我不要她做我嫂子！"
15133,"3B1D","……我的小姑奶奶，您思维别这么跳跃行不？这都哪儿跟哪儿啊！"
15134,"3B1E","（脸一红）我……我哪有，我就是不喜欢她，不想让她做我嫂子嘛！"
15135,"3B1F","（噗……）你还想的挺长远的……放心好啦，你大哥我还想多活几年呢。"
15136,"3B20","最后一道菜来啦！赶紧吃，这蛇可是大补的，寻常人想吃还吃不到呢！"
15137,"3B21","……大家一起吃，吃完了休息好赶路。"
15138,"3B22","呼，终于回来啦。师兄，咱们好久都没回桃花岛了，可是你瞧，这岛上的桃花，开得还是跟那时一般的鲜艳。"
15139,"3B23","是啊，总有好几年了罢。咱们年纪都长啦，这桃花岛，却跟从前没什么分别。"
15140,"3B24","呃？襄儿你看，那边似乎有人？"
15141,"3B25","咦，居然有人能进得了咱们桃花岛？那会是谁？"
15142,"3B26","斜阳一抹，青山数点，万里澄光如练。箫声幽幽吹皱水，乍翻起心潮片片。千红万紫百花竞艳，昙花何独命短？庭前桃花正盛开，但怕明年，惜花人不见……阿蘅，我回来啦。这几年我没在岛上陪你，蓉儿又整日价只顾着她那傻相公，你独个儿呆在这里，可寂寞么？"
15143,"3B27","……是外公，他又在想外婆啦。师兄，咱们过去罢。"
15144,"3B28","嗯。"
15145,"3B29","外公。"
15146,"3B2A","师公。"
15147,"3B2B","襄儿，&&？呵呵，你们俩不在襄阳帮蓉儿和靖儿打理事务，也不在归云庄呆着，怎么回桃花岛来了？"
15148,"3B2C","想您了呗～"
15149,"3B2D","哈，你这丫头鬼灵精的，一张嘴真比抹了蜜糖还甜，真像你妈妈……也真像你外婆。"
15150,"3B2E","外公……现在蒙古，辽国和满清都给咱们打退啦，日月神教也伤了元气，爹爹妈妈在襄阳只呆上一段日子，很快便会回来了。外公，您这样想念外婆，就在岛上多呆几日，等爹爹妈妈回来，咱们好好聚聚，那不是很好么？"
15151,"3B2F","是啊，师公，师父师娘他们都很挂念你，您这次就别走了罢。"
15152,"3B30","黄老邪从来便是自由自在的野性儿，最厌的便是热闹，最怕的便是拘束，你们两个好好地在这里罢，我这便去啦。"
15153,"3B31","师公，你……"
15154,"3B32","傻小子，你叫我什么？"
15155,"3B33","呃？我……我……"
15156,"3B34","外公，您明知道师兄老实，偏要欺负他，为老不尊，哼哼，好不害臊。"
15157,"3B35","啧啧，好个小东邪，外公不过问他一句，你便舍不得了？罢罢罢，女生外向，终究是颠扑不破的真理。襄儿，你过来。"
15158,"3B36","师公跟襄儿在说什么？"
15159,"3B37","哈哈，我去也！"
15160,"3B38","师公！"
15161,"3B39","师兄，莫要追了，外公他想走，那便任谁也拦不住。"
15162,"3B3A","唉，那倒也是。"
15163,"3B3B","师兄，你来瞧这里，你还记得咱们小时候，在这儿斗蟋蟀的事么？"
15164,"3B3C","……自然记得。杨师兄那只小黑，真是厉害，可惜给大师姐踏死了，以致后来生出许多事端。"
15165,"3B3D","杨师兄的小黑固然厉害，可是师兄你替我抓那只蟋蟀，我却觉得一点也不比它差呢。师兄，你还记得那只蟋蟀后来怎样了么？"
15166,"3B3E","＜襄儿她竟还记得这些……＞我记得，咱们似乎是在这里将它放了罢。"
15167,"3B3F","是啊，当初我跟姐姐他们一道去抓蟋蟀，大武哥和小武哥只顾着姐姐，瞧到什么好蟋蟀都抓来送了给她，我那时年纪小，被他们甩在后面，理也不理我。你来找我的时候，我只觉得好生委屈，还冲你发了一通脾气，师兄，那时你生我的气么？"
15168,"3B40","怎么会？襄儿，你知道，我这一生一世，是永远不会对你生气的。"
15169,"3B41","是的啊，你不但没生我的气，还在外面寻了整整一宿，终于抓到了那只蟋蟀来给我。师兄，从小到大，我想做什么事，你总是想法子替我办到；想要什么东西，你也总有法子替我拿了来。那日我被金轮法王擒在帐中，瞧着你性命也不要地一路冲杀进来，我当真又是欢喜，又是害怕。"
15170,"3B42","襄儿……都是我不好，学艺不精，没能在那里便救你出来，害你又吃了许多苦头。我，我真……"
15171,"3B43","嘘，师兄，别这么说。我当时欢喜的是，我终究还能再见到你；害怕的却是那金轮法王埋伏了许多高手，你武功再高，终是双拳难敌四手。可你见我在那里，便决计不肯自行脱身。瞧见你被金轮法王重伤，我真是骇得什么都想不到了，还好，还好外公他老人家来了。现在想想，仍是后怕得紧。"
15172,"3B44","襄儿……"
15173,"3B45","师兄，你一直待我极好，我却因打小习惯了，一直不觉得有甚么不对。直到那时，我方才知道，这世上，有一个人，待我这般好；有一个人，一直将我瞧得比他自己的性命还重要。"
15174,"3B46","襄儿，我，我……＜她知道，她什么都知道，襄儿……＞"
15175,"3B47","师兄，你生辰之时，我曾经跟你说过我的三个心愿，现下都实现啦。你的心愿是什么，那时你不肯说，现在呢？"
15176,"3B48","我的心愿……襄儿，从十四岁开始，我的生日心愿，就是可以跟你在一起。"
15177,"3B49","……"
15178,"3B4A","襄儿，你，你生气了？我不是故意的，我……"
15179,"3B4B","……噗嗤，师兄，你刚才被吓到的样子，真是好玩。"
15180,"3B4C","………………"
15181,"3B4D","好啦，师兄，我不该逗你的，对不住了嘛。"
15182,"3B4E","那襄儿，你……"
15183,"3B4F","师兄，你替我做过那么多，如今总算轮到我为你做一件事了。我答应你，你的心愿，一定实现。"
15184,"3B50","！襄儿，真的……你是说真的……真的是真的？"
15185,"3B51","真的真的真的～傻师兄，这下相信了么？"
15186,"3B52","哈哈，呵呵，呵呵，哈哈，呵呵哈哈哈哈哈哈哈！襄儿，我好快活，我好快活啊！"
15187,"3B53","师兄……＜师兄他真是很开心啊……＞"
15188,"3B54","襄儿，走，咱们快去襄阳，跟师父师娘说……"
15189,"3B55","说什么？"
15190,"3B56","当然是说你跟我……跟我……这个……咳咳……"
15191,"3B57","师兄～你忘了咱们临走的时候，爹和娘说什么了？让咱们留在岛上，他们不日便回。咱们若再往回赶去，只怕路途上反而错过了。"
15192,"3B58","这个，嘿嘿，是，是我想差了。"
15193,"3B59","对了，襄儿，适才师公跟你说什么来着？"
15194,"3B5A","……还是师公师公的，外公说得没错，师兄你就是呆子，大木头！"
15195,"3B5B","呃……我哪又说错了……啊！是外，外公……"
15196,"3B5C","嘻嘻￣"
15197,"3B5D","好襄儿，那师……外公到底跟你说什么了？"
15198,"3B5E","嘻，也没什么。外公只是叮嘱我将软?甲好好收着，日后你若不老实，这软?甲，可不光是用来防身护体的呢。﹝"
15199,"3B5F","……呃？"
15200,"3B60","呆师兄，快来跟我将屋子打扫打扫，等爹爹妈妈他们回来啊。"
15201,"3B61","是！"
15202,"3B62","哎呦，这难道是那个妖女，快走。"
15203,"3B63","哎呦，是妖女啊，快走快走。"
15204,"3B64","哎呦，这个是五毒教的妖女，据说她身上的毒能毒死几头大象的，我们快走。"
15205,"3B65","这些人都搞什么啊。"
15206,"3B66","看来是有人替我好好宣传了一番。"
15207,"3B67","替你宣传？谁啊。"
15208,"3B68","你看那儿人头涌动的，我们过去看看吧。"
15209,"3B69","诸位看官，上回我说道五毒妖女色诱桃花岛少侠的故事，这五毒教啊，男的尽是淫贼色魔，女的都是荡妇淫娃，练的都是那采阴补阳、采阳补阴的功夫，那五毒教教主何铁手更是其中能手，她天性淫荡，爱俏爱俊，看上了人桃花岛的少年英雄，便主动去引诱他，还肉麻兮兮的扮作要拜师学艺，人啊，不能无耻到这个地步……"
15210,"3B6A","又是你这个家伙！"
15211,"3B6B","果然是有人替我宣传了么。"
15212,"3B6C","哎呦，少侠，哎呦，女侠，怎么又碰见你俩了，这这这，小人真是运背啊……"
15213,"3B6D","有选择的话，你以为我愿意碰到你吗，你又在胡说八道些什么！"
15214,"3B6E","我，唉，这个，我，小人我，这这……"
15215,"3B6F","天涯何处不相逢，这位先生，我们今儿在这地方巧遇，也是缘分么，你说是不是啊。"
15216,"3B70","是，不对，不是，小的我怎敢和两位大侠乱攀关系。"
15217,"3B71","你看你紧张什么，连……"
15218,"3B72","哎呦，痒死我了，哎呦，痒，痒，好痒啊，救……救……救命啊，女……女……女侠饶命，女侠饶命啊。"
15219,"3B73","＜什么时候下的手，我都没发现……＞"
15220,"3B74","刚才你说，谁天生淫荡来着？"
15221,"3B75","哎呦，是……是小……小人人不好，小……小人……人造谣，小人……乱嚼……乱嚼舌根子，哎呦，女……女侠，不对，姑……姑奶奶，老祖宗，求……求您大人……有……有……大……量……饶……饶……饶了小……小人吧……"
15222,"3B76","对不住，刚才给你下的东西，没有解药，放心，一天后你就能解脱了。"
15223,"3B77","姑娘手段未免太狠了些吧。"
15224,"3B78","哟，半路跳出个维护正义的来了。"
15225,"3B79","这说书人不会武功，姑娘对他下此毒手，有违我侠义道的宗旨，还请姑娘高抬贵手，放了这人吧。"
15226,"3B7A","这位老先生说得好笑，刚才他舌灿莲花吹个天昏地暗的时候，怎么没见您老人家出来让他高抬贵口呢。"
15227,"3B7B","咳，我等侠义道行事，讲究对得住天地良心，向此等不会武功的平民百姓出手，岂是我等所为，这位少侠看来是个明理之人，你说是也是不是。"
15228,"3B7C","话是不错，只是……"
15229,"3B7D","只是什么只是，哼，我看你们两个是在公报私仇，你莫非就是那桃花岛的&&，这个就是那个五毒教的妖女何铁手了吧。江湖还传闻你有多厉害多神，也不过是一个沉迷于女色的孬种罢了。"
15230,"3B7E","你！"
15231,"3B7F","……"
15232,"3B80","少侠真是桃花岛的&&？暂且息怒，老夫不妨倚老卖老说几句，行走江湖，须以侠义为先，还要洁身自好，像这位姑娘么，咳咳……"
15233,"3B81","哟，老前辈怎么话说一半，吞吞吐吐的，要么就全说出来，要么就闭嘴，像这样出一半吞一半的，不知道的人还以为您老人家肠胃不好呢。"
15234,"3B82","你！哼，少侠给句话吧，此事如何了结。"
15235,"3B83","……"
15236,"3B84","和他废话那么多干嘛，擒下他们，送到“义薄云天”茅大侠那里去，让他来主持公道。"
15237,"3B85","擒下我们，我说诸位你们自比东方不败、任我行这些人如何？他们都没敢这么夸口，您们这自信是从哪儿来的哟？"
15238,"3B86","……"
15239,"3B87","哼，少侠啊，凡事抬不过一个理字，少侠你武功盖世，我们自问打不赢你，但你不知检点，招惹魔教妖女，沉溺女色之中，此般行为，和昔日那群妖邪有何区别？切勿为了此等小事而毁了你和令师郭大侠夫妇的一世清誉。"
15240,"3B88","我是我，他是他，你们要找麻烦的，尽管来五毒教找我，不关桃花岛什么事。"
15241,"3B89","够了！我……"
15242,"3B8A","哼。"
15243,"3B8B","哎呦，你这妖女，居然对我们也痛下毒手，你你你……哎呦……"
15244,"3B8C","妖女，你就是个妖女，哎呦……"
15245,"3B8D","&&，你……你还……还……不……快让她把……把……解药交……交出来……哎呦……"
15246,"3B8E","哎呦……我……我……们要……去……找……找茅……大侠，让……他……去……去寻……郭……大……大侠评理去……哎呦……哎呦……"
15247,"3B8F","嘿嘿，各位请了，本姑奶奶可没空陪你们在这嚼舌头，不用送了。"
15248,"3B90","唉，你等等我。"
15249,"3B91","我……我实在没法做到丢下你不理而去。"
15250,"3B92","哈，师父弟弟，你是不是搞错了，我只是那群人眼中的邪教妖女而已，为了我，犯得着玷污你大英雄的形象么。"
15251,"3B93","犯得着。"
15252,"3B94","什么？"
15253,"3B95","呼………………"
15254,"3B96","你这又是唱的哪出戏啊。"
15255,"3B97","不管别人说什么、骂什么，我都不会丢下你不理的。"
15256,"3B98","……"
15257,"3B99","……"
15258,"3B9A","哈……"
15259,"3B9B","……"
15260,"3B9C","哈哈……"
15261,"3B9D","？"
15262,"3B9E","哈哈，哈哈哈哈……"
15263,"3B9F","－－｜｜｜你笑什么……"
15264,"3BA0","我笑你这乖孩子也到了逆反期了？"
15265,"3BA1","你以为我开玩笑的？"
15266,"3BA2","不然呢，还有第二个解释么。"
15267,"3BA3","何铁手！你看着我！"
15268,"3BA4","……"
15269,"3BA5","当初你问过我，我活着到底是为了什么？这个问题我想了很久，却一直没有个结果。我曾经为了师父师母的希望而活，为了桃花岛的荣誉而活，为了武林正道的兴衰而活，但现在，这一切都结束了，我只想为自己而活。"
15270,"3BA6","你为你自己活好了，关我何事。"
15271,"3BA7","若没有你，活着还有什么意思。"
15272,"3BA8","！"
15273,"3BA9","我……一直……一直……"
15274,"3BAA","一直什么，你说啊。"
15275,"3BAB","一直……一直……"
15276,"3BAC","哼，吞吞吐吐，你也和刚才那老家伙一样了，不用说了。"
15277,"3BAD","别，我，我一直很喜欢你啊。"
15278,"3BAE","……"
15279,"3BAF","……"
15280,"3BB0","……你说什么？你，你再说一遍？"
15281,"3BB1","我说，我喜欢你！你不要走，留下来，你真的要走，我们一起走，好不好？"
15282,"3BB2","呆子……"
15283,"3BB3","我，我又说错话了么？"
15284,"3BB4","错，而且错的离谱，错的乱七八糟，错的昏天黑地的。"
15285,"3BB5","即使是错，为了你，我也愿意错下去。"
15286,"3BB6","…………"
15287,"3BB7","你你你，你怎么了？你别吓我。＜难道我刚刚太直接，吓着她了？＞"
15288,"3BB8","师父弟弟，你知不知道你刚刚的样子，很……很……"
15289,"3BB9","好什么？"
15290,"3BBA","很傻，很天真，好好笑啊～哈哈…………"
15291,"3BBB","－－｜｜｜"
15292,"3BBC","哈哈"
15293,"3BBD","对了，还是先去解了那个说书人和其他人的毒吧，他们并无大错，为此丧命，却是不该。"
15294,"3BBE","傻瓜，你放心好了，我像是那种动不动就要人命的女魔头么，给他下的不是什么要命的毒药，而是本姑娘秘制的“一四七”，看他以后还敢乱嚼舌根子。"
15295,"3BBF","＜上次你也是这么说，结果他不照样嚼到现在，太低估这群八卦的生命力……＞什么叫一四七？"
15296,"3BC0","大叫一个时辰，呻吟四个时辰，轻哼七个时辰。"
15297,"3BC1","那之后呢？"
15298,"3BC2","之后？之后就没事了，不然你以为会怎么样，穿肠烂肚？我都说了一天后他就解脱了。"
15299,"3BC3","厉害……也苦了这家伙，这一天可不好过。"
15300,"3BC4","知道厉害就好，以后你要是有什么事让我不开心了，哼哼，我也在你身上用几次一四七让你尝尝。"
15301,"3BC5","我怎么敢惹你生气，万一你还有个什么二五八我更惨。"
15302,"3BC6","二五八我倒是没有，三六九我倒是有一粒，你要不要试试？"
15303,"3BC7","投降，投降，（天啊，今后的日子该怎么过啊，囧，我是该哭呢，还是该哭呢，还是该哭呢。）"
15304,"3BC8","哎呦，哎呦，救命啊，救命啊，谁……谁救我一命，我告诉他天大的秘密啊……哎呦……哎呦"
15305,"3BC9","非非，总算找到你了，你果然在这里。呼，我说小姑奶奶，你一声不吭说走便走，倒是潇洒，可教我好找。"
15306,"3BCA","……"
15307,"3BCB","怎么不说话？谁又惹我们非非生气了？"
15308,"3BCC","……&&哥哥，你为什么来找我呢？"
15309,"3BCD","呃……？＜这小丫头今儿怎么古古怪怪的？＞非非，你说什么傻话，你好端端的忽然不见，难道我能放心不管？"
15310,"3BCE","可是大家都走了不是么？这几天程姐姐走了，蓝姐姐走了，任姐姐和令狐大哥他们也走了，我走又有甚么奇怪？你为什么单单来找我呢？"
15311,"3BCF","＜他们都走了不假，可谁似你一般，悄没声息地便不见踪影，只字片语也没留下……＞非非，程姑娘和令狐大哥他们各有各的去处，没甚么好担心的。但你……"
15312,"3BD0","是啊，程姐姐可以回药王庄，蓝姐姐可以回五毒教，令狐大哥和任姐姐可以去绿竹巷，可以回黑木崖，可以去华山，可是我呢？除了爷爷这里，我还能去哪……"
15313,"3BD1","非非，你……你可以留在归云庄啊，陆师伯他们一直都很喜欢你。再不然，你跟我回桃花岛，也是一样。我答应过你爷爷要照顾你，决不能任你一个人四处漂泊。"
15314,"3BD2","&&哥哥，我知道陆伯伯他们待我很好，你和……和襄儿姐姐，也待我很好。可是啊，归云庄终究是他们的家，不是我的；桃花岛是你们的家，不是我的。&&哥哥，你已经照顾了我这么久，若说答应爷爷的话，你早就做得够啦。天下没有不散的筵席，&&哥哥，我终究是个女孩儿家，大家都走了，我再整日价赖在你身边，却成什么话？"
15315,"3BD3","……非非，这些乱七八糟的话是谁跟你说的？你平常的性子决不是这般，你说，是不是大师姐背地里跟你说了什么？不用怕，跟我回去。有我在，她为难不了你的。"
15316,"3BD4","&&哥哥！你能不能不要总是用这种口气跟我说话？！我已经不是小孩子了！"
15317,"3BD5","非非？"
15318,"3BD6","&&哥哥，你一直都觉得我只会任性胡闹对不对？如果不是答应了我爷爷，你其实半点儿也不会将我放在心上，对不对？"
15319,"3BD7","非非，你胡说什么！你明知道不是这样的，我一直都当你是……你是……"
15320,"3BD8","嗯，我知道的。你一直都当我是你的小妹妹，是不是？可是我却不想再当你是哥哥了啊。"
15321,"3BD9","……"
15322,"3BDA","&&哥哥，对不起，我原本不该这样对你说话的。你别生气，我这就走啦，以后再也不会缠着你，烦着你，让你头疼了。"
15323,"3BDB","非非，你别走！"
15324,"3BDC","……"
15325,"3BDD","非非．"
15326,"3BDE","嘘，别吵。"
15327,"3BDF","……"
15328,"3BE0","……"
15329,"3BE1","……"
15330,"3BE2","……"
15331,"3BE3","……"
15332,"3BE4","你干嘛不说话？"
15333,"3BE5","不是你叫我别吵的吗－－"
15334,"3BE6","我让你别吵，又没不让你说话。"
15335,"3BE7","￥％︿＃￥％︿＠＃￥％︿＃％……"
15336,"3BE8","（凝神的看着）"
15337,"3BE9","非非，你在看什么？"
15338,"3BEA","你自己过来看咯。"
15339,"3BEB","虫蛹？你是在等它化蝶的那一刻吗？"
15340,"3BEC","蛹未必一定就能化蝶，就好像认为明天是一定存在的，不过有时候却亦非如此。没办法破茧而出的虫就只好默默地在蛹中等待着死亡。"
15341,"3BED","！？"
15342,"3BEE","假如今天是我一生中过的最后一天会怎样？"
15343,"3BEF","＜她在想什么？＞"
15344,"3BF0","假如真的是这样，今天也还是今天，还是要好好的活下去，蛹即使变不成蝴蝶也会努力的活着，即使今天已经过去了，又或者再也没有明天了，但是昨天却留了下来，这样说，你能理解吗？"
15345,"3BF1","（摇头）"
15346,"3BF2","就是如果今朝活的充实一些的话，那昨天便会成为美好的一天，美好的昨天，就成为了我的回忆与蝴蝶相比，想变成蝴蝶的蛹，就一直在重复着这样努力的过程，将一个个明天变成了今天，也许这更加难以理解了吧。"
15347,"3BF3","不，我想我多少有点明白了。＜她平时跟大家嘻嘻哈哈的似乎无忧无虑，原来真正的心思却藏得这么深，该死，我竟半点也没察觉到。＞"
15348,"3BF4","爷爷死后，我就是那只活在蛹里的虫，本来早该安静的在里面等着再见到爷爷的那一天，但我没有，而今天让我努力活下去的原因是……"
15349,"3BF5","是什么？"
15350,"3BF6","是你，是你啊，是你这大笨蛋啊。"
15351,"3BF7","非非……"
15352,"3BF8","傻大哥，你看着我干什么。"
15353,"3BF9","非非，我们一起去一个地方怎么样？"
15354,"3BFA","去哪儿？"
15355,"3BFB","蝴蝶谷。"
15356,"3BFC","啊？"
15357,"3BFD","因为我也期待着破茧而出的那一天啊。"
15358,"3BFE","……"
15359,"3BFF","……"
15360,"3C00","我们走吧。"
15361,"3C01","去哪儿？"
15362,"3C02","去哪儿？你有那么多事要做，不早点解决，你哪儿有时间去蝴蝶谷。你不去不要紧，连累了我也不能去，那我不是亏大了，不行不行，我们快走。"
15363,"3C03","哈……"
15364,"3C04","＜笨蛋师傅弟弟，你必须给老娘活着回来……＞"
15365,"3C05","＜&&哥哥，我相信你一定会平安回来的，我等着你……＞"
15366,"3C06","你……你难道……一直在这等我？"
15367,"3C07","怎么样，我这个徒弟够意思吧？"
15368,"3C08","你……我……我没事……"
15369,"3C09","人家好不容易拜个师，万一你死翘翘了，岂不是没人教我功夫啦。没事就好啦，回归云庄喽！"
15370,"3C0A","非非，你怎么在这。难道……你一直在这里等我？"
15371,"3C0B","&&哥哥，我……你终于平安回来啦……"
15372,"3C0C","别哭，我这不是好好的嘛。你的&&哥哥不会有事的，因为舍不得非非呀。"
15373,"3C0D","讨厌，哥哥取笑人家。不理你了，我回归云庄……"
15374,"3C0E","历经了江湖的风风雨雨，昔日小村中的顽童，如今已是万人景仰。前辈们喜爱他的仁德，后辈们仰慕他的侠义。大家虽然口上不说，但心里明白，在不久的将来，他，就是那个领袖群伦的人……几十年后，襄阳城内，人潮之中，多了一座供人朝拜的侠客塑像。"
15375,"3C0F","历经了江湖的风风雨雨，昔日小村中的顽童，如今已是万人景仰。前辈们喜爱他的仁德，后辈们仰慕他的侠义。人们希望他成为武林盟主，可是他却带着自己最心爱的女人浪迹天涯。有人说，曾在峨眉金顶见到这对神仙眷侣的身影……几十年后，襄阳城内，人潮之中，多了一座供人朝拜的侠客塑像。"
15376,"3C10","历经了江湖的风风雨雨，昔日小村中的顽童，如今已是万人景仰。前辈们喜爱他的仁德，后辈们仰慕他的侠义。人们希望他成为武林盟主，可是他却带着自己最心爱的女人浪迹天涯。有人说，曾在玉龙雪山见到这对神仙眷侣的身影……几十年后，襄阳城内，人潮之中，多了一座供人朝拜的侠客塑像。"
15377,"3C11","历经了江湖的风风雨雨，昔日小村中的顽童，如今已是万人景仰。前辈们喜爱他的仁德，后辈们仰慕他的侠义。人们希望他成为武林盟主，可是他却带着自己最心爱的女人浪迹天涯。有人说，曾在南岳衡宗见到这对神仙眷侣的身影……几十年后，襄阳城内，人潮之中，多了一座供人朝拜的侠客塑像。"
15378,"3C12","纷纷飞飞风里转，断断续续半分缘，生生死死可再两手牵。数年出生入死，相扶相持，&&与郭襄的手，终于牵到了一起。归云庄，黑木崖，光明顶，一段段故事仍在武林中津津乐道，而故事的主角，已在不知不觉中远离了江湖人口中那些惊心动魄，正等待他们去书写的，是只属于两个人，那段青梅竹马，相守到老的传奇。"
15379,"3C13","师徒之别，正邪之分，这些在何铁手眼中固然算不得什么，但自郭靖以下，异议者纷纭。然而十余年来一直恭顺尊师的&&，这次却毅然做下了出人意料的选择。默默留下一封书信后，&&与何铁手悄然离开了归云庄。苗疆，还是小村？也许都不重要。试问岭南应不好？却道，此心安处是吾乡。 "
15380,"3C14","不是兄妹，不是责任，只是因为，你是你。兜兜转转这么久，&&和曲非烟，终于认清了自己的心意。也许心中的仇恨依然无法忘记，但至少她看到了，也得到了生命中比仇恨更重要的东西。冥冥之中，得失之间，谁又能说得清？或许总有那么一天，心结尽解，雨霁天青。因为有了&&在身边，刁钻任性的小魔女愿意去相信善恶轮回；而无论那一天怎样遥远，只因有了彼此的陪伴，这样的等待，大抵便不算难熬了罢。"
15381,"3C15","葬剑深山兮，友雕鹏；无敌天下兮，魂难终。"
15382,"3C16","求道卅载兮，买舟而东；舞剑放歌兮，笑尽英雄。"
15383,"3C17","空前之墓"
15384,"3C18","绝后之墓"
15385,"3C19","传承之墓"
15386,"3C1A","好胜之墓"
15387,"3C1B","嫉世之墓"
15388,"3C1C","天地不仁，以万物为刍狗。绝情断性，方可阴阳调和，逆反先天。"
15389,"3C1D","绝情断性，是为了获得天下无敌的武功。有了这武功，才有金钱和权势，甚至是……人们的尊重。"
15390,"3C1E","天亦有时尽，人亦有时终……"
15391,"3C1F","武功……终也有带不来的东西。"
15392,"3C20","身陨道存，执念不入极乐土。示法宏愿，残魂长待有缘人。"
15393,"3C21","佛国清净，尚需明王护法；红尘滚滚，还得霹雳降魔。"
15394,"3C22","王兄，这区区小事便由我代劳吧。"
15395,"3C23","那便有劳了。"
15396,"3C24","哼。"
15397,"3C25","呵，此番便轮到我了。"
15398,"3C26","唔……"
15399,"3C27","我等尚未出全力。"
15400,"3C28","当真如此？"
15401,"3C29","便要如此。"
15402,"3C2A","原来……你我都错了。"
15403,"3C2B","你我本都明白。"
15404,"3C2C","以眼还眼，以牙还牙；犯我禁忌，皆为仇雠。小子，这可是天堂有路你不走，地狱无门你自寻。"
15405,"3C2D","死道友不死贫道。嘿，小子，你居然被这秃驴盯上，那可就怨不得我了。"
15406,"3C2E","总有一天……"
15407,"3C2F","嘿，这次却是老道我错了。可惜坏事还没做够啊……"
15408,"3C30","什么人杰？不过是个外强中干的老疯子。"
15409,"3C31","成昆！你怎么在这里？"
15410,"3C32","哈哈哈哈，为什么我不能在这里，种下的果实到了收获的时候了，我当然要出现在这里。"
15411,"3C33","原来一切都是你在背后捣鬼！"
15412,"3C34","别说捣鬼那么难听嘛，这叫谋略。"
15413,"3C35","你的谋略似乎没几次成功的？"
15414,"3C36","哼，那是你以前走运！你在少室山的确阻挠了我的计划，不过这次是在黑木崖，你没那么好运了。"
15415,"3C37","你我交手数次，难道还不知道你有多少本领，更何况你双目俱盲，如今你就这么有把握能胜我？"
15416,"3C38","嘿嘿，东方不败死后，任我行却没有找到葵花宝典，你不觉得奇怪吗？"
15417,"3C39","难道你？"
15418,"3C3A","哼哼，若不是我一直暗中与任我行互通消息，你们能抓准机会，反攻黑木崖么，若不是我借故调走教内高手，你以为你们能那么轻松站在东方不败面前么，臭小子，你只不过恰逢其会，坐享其成罢了，真以为你真的是什么人物了。"
15419,"3C3B","我不懂，以你的武功和江湖地位，金轮国师、大轮明王无一不在你之上，但东方不败却让你做了四僧之首，为何你却会出卖他？"
15420,"3C3C","哼哼，四僧之首，四僧之首又如何？我头上还有三毒、还有二老，他们凭什么在我之上！当年若不是我设计挑拨任我行和阳顶天打个两败俱伤，东方不败又怎能这么容易夺位成功，结果只给了我一个四僧之首的虚衔，叫我如何心服，如何不恨！"
15421,"3C3D","人心不足蛇吞象...想来任教主也是没有提升你的地位，所以今日亦被你待之为弃子了么。"
15422,"3C3E","你还不算笨到家，可惜事后诸葛亮，无济于事。那日不管是任我行还是你，都以为东方不败已经完了，却不知道他只是闭气装死而，我却躲在一旁，看了一出好戏……"
15423,"3C3F","左掌门、岳掌门、何掌门、玉玑子、余观主、林平之……你们……"
15424,"3C40","日月神教里的好东西，可不止葵花宝典啊。"
15425,"3C41","你们？！难道你们都？？？！！！"
15426,"3C42","左、岳、余几位掌门争来斗去，不过是为了福威镖局的辟邪剑法。这辟邪剑法与葵花宝典本是同源，如今我让他们都如愿以偿了，也不过就是让他们付出点代价而已，嘿嘿，苗疆五毒教的蛊术加上蛊毒中的极品三尸脑神丹，哈哈哈……你胜得了一个东方不败，难道还胜得了一群东方不败吗？"
15427,"3C43","我不信，我不信，一定是哪里出了问题，一定是宝典哪里出了问题，到底是哪里我没有算到，那里我没有看透，是哪里，是哪里啊！！！！"
